revenue,profit,expenses,assets,growth_rate,new_customers,market_share,expansion_idx,cust_satisfaction,retention_rate,nps_score,support_rating,efficiency,uptime_pct,throughput,error_rate,overall_score,valuation,risk_index,random_metric
519.57,113.63,417.07,1022.43,5.02,201.7,14.39,49.55,72.23,78.32,48.04,1.1,56.72,91.85,295.76,7.04,71.13,813.52,53.38,29.85
487.33,90.7,388.09,988.3,3.92,197.93,13.86,49.73,74.08,78.55,47.9,4.06,66.62,100.75,309.37,-0.28,67.75,788.27,43.23,25.65
509.47,106.6,408.17,1008.72,13.18,208.14,19.59,57.86,75.42,80.95,48.26,3.25,61.39,96.67,304.07,3.28,75.88,809.87,45.53,22.2
497.88,97.52,399.39,998.06,5.21,197.98,14.55,48.17,69.15,69.06,41.83,-1.89,63.75,96.06,301.28,3.84,62.43,799.03,52.69,31.87
485.6,92.99,385.85,981.46,-1.1,192.09,10.27,44.69,72.88,75.2,48.25,1.55,58.21,92.71,296.59,6.92,59.08,784.92,50.51,22.73
492.74,93.77,393.11,986.58,0.59,195.28,10.33,43.17,76.32,81.26,50.8,5.31,57.32,93.17,296.95,5.86,66.83,793.4,48.74,24.9
500.34,98.19,397.87,999.27,8.26,202.63,17.13,51.91,73.5,79.66,50.3,2.57,63.91,96.77,304.42,2.78,73.53,800.74,49.9,23.3
508.12,103.71,407.82,1003.6,9.98,208.49,20.42,55.51,70.51,73.37,45.61,0.69,62.02,98.23,305.23,2.2,74.81,813.37,58.76,38.58
490.98,92.96,394.85,993.37,4.51,197.95,15.28,48.85,72.12,78.3,48.23,3.75,60.27,95.84,304.09,3.38,68.71,797.82,52.45,32.19
495.51,95.09,393.76,996.02,10.55,210.04,20.88,55.31,70.55,76.23,47.81,0.26,59.7,93.85,301.22,5.58,71.35,803.66,62.34,35.36
516.15,109.42,414.21,1016.34,2.82,195.67,13.55,47.29,77.11,83.23,50.27,7.06,60.73,96.55,301.75,5.67,76.36,805.62,36.25,19.24
493.13,91.62,393.99,989.99,-2.25,191.13,10.48,43.24,73.67,77.58,48.31,1.22,57.88,94.29,298.49,6.97,62.16,793.56,48.67,30.98
511.55,106.13,409.97,1011.05,8.12,203.81,17.73,51.1,81.71,89.99,57.27,11.74,58.8,93.96,300.49,6.31,83.24,807.44,49.57,35.27
502.33,102.18,403.39,1003.29,14.3,208.29,21.53,56.88,73.56,78.31,49.62,2.86,64.6,97.7,303.63,1.91,71.97,809.86,59.64,32.83
494.45,97.82,394.99,993.82,4.63,199.86,13.54,48.14,75.64,82.66,50.86,5.13,59.02,93.16,295.64,5.1,70.8,794.79,47.32,9.71
514.92,109.89,411.06,1019.62,4.66,198.11,12.83,51.22,81.26,88.42,55.73,9.14,57.46,93.41,300.07,6.36,77.52,807.93,43.4,30.65
505.11,103.33,405.23,1004.36,1.24,197.31,13.16,49.31,73.35,76.86,46.55,1.32,57.71,92.75,294.62,6.78,69.14,804.09,51.6,24.69
494.52,95.5,395.03,991.46,6.97,199.74,15.14,49.08,67.69,68.68,43.71,-2.83,56.58,93.51,296.6,6.04,57.52,795.1,54.78,23.36
494.43,96.37,396.36,995.6,-1.19,192.53,10.77,45.5,73.44,76.27,46.24,1.08,60.2,94.84,298.32,3.98,64.37,796.09,54.04,28.66
489.13,92.05,391.69,986.55,4.56,197.87,12.86,49.64,78.4,84.61,53.47,7.41,60.79,95.01,300.71,4.0,67.98,792.64,51.36,24.02
495.5,99.41,396.6,995.88,2.84,197.45,15.77,50.49,75.71,81.84,49.63,3.68,51.08,88.52,290.67,10.98,66.37,793.22,53.08,26.58
484.7,89.26,384.98,985.8,12.61,206.69,18.66,55.32,77.02,81.31,52.64,6.93,56.95,92.52,297.87,7.6,71.07,794.98,62.05,25.79
519.35,116.04,417.75,1024.23,2.83,195.23,10.31,44.38,80.55,84.06,54.69,7.41,60.62,96.44,303.23,4.59,79.97,811.14,40.38,31.18
491.54,94.78,390.58,993.51,3.83,195.36,13.83,46.21,74.01,78.03,47.79,2.65,50.21,88.61,286.77,11.5,58.27,794.33,57.96,31.0
496.8,98.39,398.94,996.38,6.92,203.0,17.21,52.38,72.73,77.81,47.99,5.38,72.22,103.14,314.41,-4.92,78.2,799.82,39.35,21.7
493.55,93.3,392.22,989.06,8.22,204.13,17.65,54.26,82.33,89.36,57.73,9.45,55.94,91.42,295.67,8.67,72.67,795.81,62.92,39.83
493.89,93.02,394.31,992.34,11.85,209.83,21.97,56.73,75.56,81.77,50.29,4.19,69.03,102.6,313.27,-3.7,77.32,802.07,56.99,39.41
495.35,96.34,395.51,997.14,20.45,216.55,25.3,63.65,71.25,75.02,47.45,-0.39,58.53,94.82,297.09,6.36,69.36,814.55,69.56,29.81
492.99,94.35,393.39,995.27,0.39,196.85,12.63,48.48,76.68,81.95,49.95,4.43,60.69,97.42,302.17,4.85,69.18,793.3,49.26,26.2
493.6,95.22,396.41,995.83,7.81,198.73,14.9,50.51,78.75,84.91,51.58,6.0,66.27,100.45,308.54,1.73,73.46,795.99,48.95,23.79
490.82,94.06,393.93,989.91,5.21,199.21,15.29,51.16,71.37,76.5,47.21,3.99,66.09,98.74,307.25,2.14,66.4,792.9,43.78,18.02
504.74,104.26,403.21,1003.24,-0.07,193.2,10.76,46.14,78.4,84.89,54.05,7.75,62.68,96.84,301.82,2.45,76.59,802.83,43.37,27.72
504.62,103.69,402.4,1006.29,3.98,195.61,14.07,48.9,76.31,81.77,52.93,6.61,61.79,94.23,299.0,4.63,71.55,800.45,50.31,22.59
499.77,99.45,401.73,1000.36,-6.9,184.69,4.34,37.34,74.16,79.07,49.3,4.55,68.14,99.55,307.38,0.57,66.99,790.77,44.2,33.83
500.14,100.35,398.85,1003.15,2.93,202.1,13.76,49.96,73.9,77.58,48.49,3.55,62.06,97.34,302.98,2.57,70.52,801.87,51.5,35.54
491.42,92.37,394.37,989.71,8.4,202.44,17.3,52.65,78.94,85.3,53.36,7.08,57.04,91.39,294.88,7.68,70.56,800.04,54.42,27.35
503.08,102.68,401.52,1005.25,7.5,205.8,17.7,55.58,73.31,78.09,47.74,3.65,58.22,93.9,294.4,6.9,72.88,808.13,49.92,31.19
501.84,100.73,403.98,1001.36,7.24,201.96,18.31,52.28,76.42,80.56,49.36,5.73,54.71,91.18,293.84,10.58,67.09,805.88,47.28,15.79
503.55,104.19,404.32,1006.63,-3.09,191.45,10.59,44.91,74.59,80.63,51.16,5.64,55.75,94.19,297.0,4.47,71.62,797.26,43.81,25.45
500.23,99.35,399.33,1001.57,13.48,210.32,21.15,56.33,76.83,80.6,51.48,6.6,61.2,93.89,295.67,5.21,76.83,805.05,49.87,18.54
503.79,104.5,405.81,1009.69,11.06,204.66,20.23,55.43,76.35,80.06,52.65,6.43,64.72,98.41,307.04,0.98,79.39,810.99,51.64,30.41
487.37,91.75,388.27,988.55,5.47,200.09,14.52,51.0,76.36,82.22,51.57,4.05,62.49,97.22,302.85,2.7,71.1,792.43,48.51,21.75
497.91,101.84,399.32,999.8,6.1,200.15,15.72,53.69,79.66,83.69,53.28,8.27,65.51,97.74,303.38,1.68,76.02,806.19,50.9,27.41
502.73,101.24,402.19,1003.51,0.55,191.33,11.14,45.17,71.37,76.01,47.08,-0.79,59.72,94.67,302.25,5.4,67.08,796.9,52.36,34.87
503.93,101.17,404.24,1001.05,8.21,203.84,17.09,52.04,70.49,73.58,46.94,0.7,55.92,90.64,292.74,9.64,66.04,806.18,58.68,29.77
500.69,104.01,399.15,998.9,-1.92,194.31,9.93,43.11,77.68,83.63,52.86,7.18,61.8,96.27,303.58,4.01,70.26,796.76,56.88,43.01
510.59,107.46,407.69,1009.24,5.78,201.02,16.2,52.97,75.14,77.94,48.54,3.3,61.68,95.62,301.18,4.01,75.73,808.24,47.67,18.96
488.66,90.81,390.1,983.89,11.28,205.75,19.62,55.48,76.48,80.62,50.38,3.59,49.7,86.89,287.1,12.52,62.77,793.59,56.65,21.84
491.92,100.2,394.78,995.02,10.8,206.26,18.05,55.2,76.24,78.93,50.64,3.69,66.83,99.14,309.01,1.58,72.03,798.4,45.86,19.72
492.81,93.41,392.31,990.52,10.71,204.27,19.77,56.76,73.18,77.79,47.72,2.36,55.66,91.91,293.71,8.6,66.64,797.66,56.18,26.94
493.75,93.87,395.35,992.78,8.04,203.13,17.45,52.59,77.95,85.49,53.23,7.99,55.34,89.92,291.86,9.83,68.67,799.17,52.99,19.11
499.65,100.42,400.77,1001.31,5.12,197.81,15.83,49.54,77.78,83.27,51.81,6.8,60.7,95.79,300.92,6.25,71.67,803.93,48.56,20.89
489.87,92.66,391.83,991.14,-3.51,190.0,6.27,38.51,74.03,79.84,48.99,4.55,58.93,95.08,301.85,5.07,63.99,789.95,50.49,28.45
495.62,97.85,399.7,993.41,16.51,215.57,24.54,59.53,74.7,80.24,49.91,3.51,58.1,94.26,296.28,7.77,71.48,807.91,60.17,30.38
493.59,93.99,391.03,990.42,4.51,198.26,15.5,50.69,68.67,70.12,44.23,-0.68,62.35,97.89,300.93,3.66,63.83,796.16,53.69,26.05
500.7,99.19,402.66,1002.96,6.25,200.47,14.9,49.69,70.06,73.97,46.61,0.63,56.15,93.08,294.65,7.83,67.92,806.85,60.81,38.48
503.05,102.5,402.7,1007.38,0.67,195.76,12.12,46.06,75.56,83.37,51.82,5.42,60.44,95.96,302.42,3.6,72.21,801.0,54.15,35.36
509.59,108.15,408.59,1009.46,7.13,198.45,16.21,53.11,73.66,77.04,47.83,2.35,66.5,99.96,310.49,0.88,77.02,805.09,47.14,30.33
492.99,95.88,392.97,990.15,0.72,193.61,10.16,44.25,72.53,77.26,48.23,2.9,57.66,93.91,298.26,4.9,64.17,791.94,51.25,29.12
506.89,103.69,407.94,1008.88,11.09,208.82,20.85,55.84,74.79,80.14,50.8,4.14,63.61,98.1,306.29,1.83,76.79,813.93,58.26,36.14
507.69,107.42,405.83,1009.73,12.98,210.37,21.37,58.3,69.54,73.08,44.76,-0.6,57.15,92.91,297.12,5.98,70.63,809.26,51.48,18.41
479.33,81.99,382.94,973.49,5.15,200.83,14.57,49.26,79.63,85.06,53.58,8.12,57.99,93.7,296.44,7.42,64.77,783.97,55.07,27.02
493.22,91.5,392.42,992.65,2.96,194.91,13.33,47.36,75.87,81.16,51.08,4.91,56.02,91.44,295.65,8.59,64.41,789.88,57.82,33.07
483.03,85.32,386.51,980.8,6.34,204.08,16.23,51.92,73.85,78.41,46.96,3.08,68.16,99.35,309.0,1.31,68.94,791.41,57.06,22.47
483.55,88.15,385.2,979.07,-5.95,183.95,5.29,38.14,71.73,75.85,46.82,0.41,57.21,93.79,299.04,6.7,53.99,779.97,50.28,24.77
498.84,97.02,401.56,998.07,8.24,203.05,17.57,55.15,71.4,74.39,45.43,-1.62,53.1,89.59,288.27,9.79,61.56,801.97,58.35,20.14
497.07,96.6,398.45,997.76,5.02,197.68,13.38,51.33,72.93,76.2,47.64,3.24,58.21,94.84,296.15,7.17,66.53,798.14,56.37,25.01
486.55,88.89,389.13,985.19,-1.14,193.46,11.12,43.09,75.98,82.95,51.3,4.21,65.03,100.63,308.67,0.25,66.58,789.15,44.91,16.17
487.44,90.58,391.75,985.03,-6.49,189.69,8.78,37.5,74.85,80.71,50.3,4.47,52.73,90.88,293.61,7.54,60.9,785.6,56.59,42.65
517.09,116.57,414.19,1020.54,6.31,202.73,14.79,52.23,77.35,82.83,50.18,5.95,60.04,94.45,302.08,5.36,77.98,813.73,50.55,31.93
500.68,99.64,398.12,1002.05,4.88,200.2,15.32,50.08,79.48,85.54,54.56,9.51,63.19,97.04,304.63,2.87,74.5,803.95,55.84,32.46
486.38,90.84,387.1,986.43,0.85,196.95,13.68,47.58,72.98,76.56,48.35,1.56,64.0,97.15,303.55,2.39,62.16,786.52,47.27,31.12
504.58,103.64,405.56,1005.98,0.1,192.04,10.0,44.02,74.51,78.06,50.4,3.25,69.18,101.52,311.88,-1.91,72.83,803.2,47.77,30.98
484.85,88.84,388.5,985.97,7.27,198.74,15.57,52.31,76.28,83.66,51.26,7.8,57.85,93.39,295.54,5.85,63.36,791.2,50.44,21.78
505.07,105.28,405.17,1006.7,5.85,199.75,15.32,50.52,76.89,80.42,52.66,4.79,59.98,94.61,297.99,6.5,74.14,804.85,56.61,38.77
493.08,94.15,394.87,994.3,3.73,196.39,12.31,47.95,76.49,81.87,50.48,5.33,62.61,97.02,302.46,2.91,67.8,791.33,43.56,19.35
511.27,107.34,406.89,1014.28,-0.59,189.56,9.51,43.2,73.95,79.39,47.8,5.03,58.23,94.36,300.88,6.5,70.99,801.84,40.13,20.4
509.39,107.44,407.88,1009.91,-5.1,186.89,6.51,39.42,72.72,77.01,48.09,1.47,58.13,91.82,295.79,7.22,63.02,797.51,47.53,31.68
511.57,107.91,411.08,1012.89,9.71,205.93,18.29,53.53,76.83,85.33,53.7,7.91,51.14,87.37,288.19,12.11,75.9,811.72,51.09,29.18
488.98,91.35,389.01,983.48,2.07,199.05,14.39,46.65,76.5,81.97,51.1,2.91,59.36,94.62,301.59,5.62,65.42,796.31,56.48,32.29
484.56,88.38,386.67,981.49,0.22,193.87,10.96,46.65,71.18,71.99,45.27,0.61,53.05,90.46,293.51,9.61,52.38,790.43,59.65,24.32
502.67,100.15,400.45,999.43,12.35,209.47,20.5,57.85,77.43,84.59,53.55,8.27,60.16,95.61,299.05,4.74,80.07,803.74,48.26,18.66
507.29,108.58,405.71,1008.7,1.45,197.42,11.49,44.82,71.74,74.85,46.47,-0.34,55.03,91.11,292.98,8.26,66.28,799.79,50.67,31.3
511.14,106.09,409.44,1014.79,5.57,199.48,14.65,49.14,78.7,86.05,53.56,8.83,59.82,95.21,299.56,4.35,80.44,805.35,44.59,22.84
522.64,119.57,420.24,1023.53,15.43,210.81,22.11,60.64,75.67,81.09,48.81,5.71,55.73,92.18,295.27,7.76,81.33,821.0,45.16,15.68
503.67,101.42,401.9,1003.14,4.2,195.12,13.77,47.97,77.2,81.05,52.04,5.45,60.72,95.69,300.63,4.28,71.3,799.66,48.93,32.23
509.45,106.13,407.01,1009.7,6.91,204.55,16.5,50.85,71.35,75.45,48.8,2.63,57.7,92.64,295.48,7.34,70.94,806.38,52.67,28.52
491.75,94.51,393.19,991.28,8.12,206.15,17.23,52.9,77.23,83.3,53.1,6.84,58.29,95.16,298.23,5.87,68.91,798.44,50.27,29.28
484.03,89.48,386.52,983.75,-2.0,193.27,11.08,42.99,69.25,74.61,44.25,-1.7,58.84,95.69,300.48,5.59,56.66,787.03,49.8,25.59
491.73,93.48,396.33,992.43,9.42,207.55,17.12,55.0,74.82,81.11,49.79,5.1,59.84,94.06,301.21,5.18,69.66,801.34,57.61,27.71
509.25,108.78,406.26,1007.19,-2.3,187.69,9.34,41.84,77.14,82.39,52.39,5.92,52.66,89.42,294.01,11.31,67.21,798.46,43.36,18.52
508.72,105.53,406.54,1011.35,8.51,204.8,18.87,54.02,77.42,80.24,52.4,5.79,58.45,95.19,301.78,4.09,77.13,808.01,54.59,30.61
489.15,92.4,389.48,987.06,1.83,198.76,13.7,47.79,75.69,79.88,51.52,4.24,68.26,100.51,311.94,-0.98,69.74,792.48,52.71,30.83
509.65,108.43,408.06,1007.09,1.06,196.54,12.13,46.71,81.76,90.43,56.76,10.41,61.86,96.43,299.75,3.93,78.62,799.34,37.44,18.92
516.24,113.47,417.47,1020.46,-3.39,189.97,9.29,40.86,71.58,76.37,46.57,1.37,59.29,93.98,297.67,5.25,70.5,807.64,37.62,22.13
503.61,104.09,403.76,1005.09,5.07,202.5,17.07,53.3,75.68,78.84,49.99,3.73,67.58,100.77,309.7,0.17,74.59,802.3,37.32,18.63
509.92,108.55,412.33,1013.84,2.68,193.01,11.63,46.26,78.61,86.06,53.96,7.6,66.86,100.44,307.82,-0.79,83.41,804.21,47.8,36.99
499.26,102.03,400.55,1003.66,0.14,194.9,10.32,44.45,76.17,82.5,51.69,5.12,60.12,94.31,298.85,4.71,69.7,793.39,40.39,19.19
504.19,104.61,407.18,1007.4,0.21,192.54,13.22,46.68,80.04,85.37,53.92,7.51,63.73,97.51,306.91,3.49,77.85,800.79,41.03,24.31
499.48,103.73,400.79,1002.77,2.16,199.93,14.61,50.02,73.57,80.4,48.89,2.63,72.89,103.99,314.94,-4.26,70.3,799.39,40.75,18.2
501.42,101.13,401.73,998.86,11.89,205.57,19.56,54.7,72.28,77.71,49.09,2.11,56.86,92.59,295.45,5.56,67.82,801.29,49.79,11.84
509.59,109.91,407.47,1011.37,9.35,203.8,20.28,52.93,77.43,82.3,51.58,4.75,54.54,89.9,293.05,9.06,75.01,808.7,54.57,29.01
501.37,101.34,401.94,1000.48,3.11,198.51,14.13,49.48,71.14,74.33,45.3,1.61,58.08,95.19,300.68,5.92,69.4,800.1,46.96,22.63
501.48,99.28,402.1,1000.03,3.71,202.02,15.0,51.92,74.23,79.15,48.67,3.76,63.89,97.75,304.47,2.25,69.42,800.0,50.56,30.48
504.75,101.15,403.78,1004.76,7.33,203.23,17.43,51.97,77.44,82.31,52.46,7.94,58.19,92.37,294.98,8.09,69.64,801.01,48.34,18.39
507.59,106.39,403.51,1012.32,6.81,202.18,14.88,49.79,78.7,83.79,54.25,7.86,62.89,97.95,303.52,2.42,76.14,802.88,46.14,24.34
506.26,103.29,406.58,1006.17,2.88,198.39,13.75,47.54,78.08,83.14,53.47,6.8,67.07,100.89,309.79,-0.19,80.46,805.74,47.52,31.74
517.78,114.01,417.87,1022.13,-3.26,188.87,8.63,40.98,74.18,78.81,49.18,1.95,56.93,93.58,299.09,6.68,72.44,805.09,40.38,24.38
504.9,102.81,402.6,1004.64,1.69,197.82,12.52,49.29,78.13,84.9,52.47,9.4,63.17,98.16,306.6,1.52,75.61,800.57,47.24,17.35
490.9,94.8,393.59,990.81,8.29,202.55,15.6,50.91,78.09,81.82,50.98,6.79,60.35,95.48,302.22,3.2,72.51,797.2,52.94,20.94
511.42,109.71,408.74,1009.86,1.03,196.65,14.76,44.82,73.06,77.64,47.33,3.78,63.01,96.48,302.97,2.01,70.89,804.53,47.57,28.65
505.65,106.27,406.32,1005.48,5.24,195.91,14.8,47.74,71.14,75.61,45.41,-0.48,54.6,91.98,294.86,8.85,66.52,801.83,49.38,27.73
508.72,105.69,404.4,1007.76,6.68,206.37,18.38,53.05,69.95,71.58,43.84,-0.92,63.84,96.34,301.85,2.87,69.19,806.66,51.88,24.37
491.23,92.7,393.36,991.59,17.23,213.02,23.29,62.28,76.17,82.5,51.68,5.42,63.5,97.45,305.85,3.49,73.59,809.04,66.52,34.18
495.91,95.95,396.21,995.55,3.8,197.08,12.44,47.62,81.54,87.15,55.43,7.21,55.51,91.08,293.94,7.52,72.97,793.81,52.22,28.23
501.6,102.04,400.57,998.22,10.92,207.37,18.82,55.34,76.4,80.72,50.87,5.59,57.86,91.99,297.2,7.15,73.98,804.43,58.72,29.74
506.1,106.6,405.62,1006.39,1.43,193.55,10.36,45.62,71.9,78.33,48.6,2.59,58.16,93.1,298.16,7.64,67.68,795.59,45.18,24.4
508.73,108.56,408.65,1008.37,3.51,196.58,13.37,47.76,75.01,79.17,49.82,3.19,58.17,91.8,293.89,7.45,71.71,799.13,47.95,21.74
512.62,107.23,409.84,1012.99,9.51,205.81,19.28,53.69,69.54,74.71,46.45,-0.51,55.69,92.43,295.6,7.37,69.44,810.53,54.61,37.99
496.52,97.89,396.01,996.31,1.68,197.99,13.67,47.9,73.03,76.95,47.37,1.6,55.56,90.95,292.63,7.42,64.01,794.26,53.81,22.43
497.61,98.38,396.08,1000.2,10.99,207.79,19.74,54.87,74.55,81.63,48.97,3.45,57.3,91.4,293.3,7.58,68.55,801.79,58.16,27.38
512.09,106.55,412.02,1013.25,0.04,196.64,12.03,46.71,71.66,74.21,44.61,-1.33,56.97,93.64,296.4,7.2,66.32,805.1,40.71,15.58
513.66,110.3,410.56,1012.69,-0.99,190.1,10.01,43.15,73.89,78.1,50.36,2.54,62.88,99.33,309.19,0.61,73.72,807.05,43.52,26.81
495.56,96.76,396.84,998.25,1.52,197.02,11.41,47.1,72.98,78.09,49.33,4.12,59.36,94.08,296.9,6.28,61.73,795.88,54.79,33.94
498.75,99.86,399.61,1001.23,-0.66,193.43,9.75,43.5,79.28,83.92,52.83,5.6,64.62,98.37,307.08,1.63,70.49,791.01,42.37,23.28
506.71,105.27,406.59,1009.48,5.7,197.36,14.83,51.36,70.73,73.9,45.94,0.59,59.23,94.5,297.77,6.53,70.02,800.63,42.96,19.89
494.22,96.63,394.92,994.77,0.68,191.58,11.23,43.84,76.11,81.79,50.87,5.71,61.5,96.33,298.42,4.67,69.11,792.63,42.23,21.09
493.25,97.34,395.21,987.37,4.85,201.69,14.59,50.23,76.62,80.45,49.86,7.14,58.93,94.99,301.09,5.28,67.98,794.3,44.01,18.6
509.44,107.59,408.65,1011.99,14.32,210.44,22.58,58.32,79.82,88.85,56.0,8.01,60.15,96.12,304.58,2.84,83.37,814.17,53.62,27.44
494.3,94.3,395.36,994.07,6.11,201.81,15.28,52.86,71.6,77.28,45.76,-0.05,59.26,94.25,299.32,4.34,63.74,797.97,47.73,15.6
505.27,102.41,404.18,1002.8,2.17,197.94,12.45,47.53,78.66,84.35,52.47,8.1,61.02,96.04,301.5,4.44,71.99,796.09,44.29,23.48
506.69,104.01,406.66,1008.47,0.03,192.2,11.45,44.04,75.51,77.59,50.53,4.34,57.51,93.24,297.31,7.69,68.23,795.55,49.17,33.26
499.29,100.44,399.56,996.09,7.39,200.84,17.5,51.25,76.86,81.8,51.07,5.56,50.6,87.96,287.11,10.27,67.24,797.23,52.26,26.0
502.22,100.46,400.42,999.91,10.38,205.09,19.53,55.27,76.97,81.7,51.65,6.03,63.92,99.15,308.92,1.32,76.48,802.52,48.79,17.13
501.35,99.23,399.84,997.4,3.03,198.23,13.1,47.78,74.39,79.97,48.43,2.87,56.89,92.67,294.47,7.93,66.05,796.81,47.87,16.12
499.39,97.63,399.97,996.72,3.03,195.62,11.97,47.9,75.59,78.92,49.82,3.55,52.14,89.64,291.75,9.71,63.75,799.37,55.35,23.94
501.76,100.21,400.66,1004.9,6.8,202.82,15.54,51.18,73.8,78.38,48.54,1.5,58.77,92.97,295.75,7.24,68.37,800.07,56.99,30.73
500.04,97.18,398.94,999.25,15.72,210.46,23.84,60.6,71.63,74.99,46.23,0.17,57.22,93.97,300.44,6.0,69.23,805.11,54.05,13.36
494.18,95.73,393.32,993.66,0.78,194.8,11.9,44.72,72.51,75.23,48.46,2.76,63.37,97.36,303.74,2.5,66.32,791.3,42.8,25.33
505.35,101.8,404.95,1006.14,-1.77,191.16,9.45,41.34,72.81,79.65,48.77,1.56,64.71,97.49,305.74,2.14,70.86,795.47,43.87,30.53
502.86,103.22,402.97,1004.83,7.35,203.47,16.17,52.87,77.6,83.82,51.49,6.95,63.45,97.01,304.69,3.33,77.06,805.73,55.91,32.07
491.72,95.15,392.11,992.24,3.42,199.39,13.86,50.51,76.95,83.12,51.85,6.55,62.36,97.91,301.89,3.86,70.47,793.19,53.49,29.44
510.22,107.49,409.47,1013.74,3.29,195.49,11.96,46.07,72.06,74.75,44.87,-1.65,65.66,98.67,307.45,1.43,72.15,804.83,43.21,29.77
496.52,98.05,396.04,995.03,4.63,199.39,15.45,49.59,74.59,77.9,49.47,2.25,62.8,98.61,304.49,1.93,69.04,799.44,54.6,31.92
501.88,101.02,402.93,1005.09,6.92,201.12,16.77,53.09,75.14,81.17,49.96,3.25,63.92,97.47,305.42,2.59,74.28,800.54,40.76,7.88
489.92,97.1,390.96,990.68,4.8,197.23,15.0,49.54,73.29,78.76,48.47,2.03,55.86,91.77,298.44,7.41,63.9,794.74,56.27,30.97
492.02,95.35,391.19,989.51,3.85,201.19,16.05,49.16,74.68,81.44,49.93,4.37,61.12,95.12,301.94,4.67,68.25,794.53,48.95,19.83
498.32,98.36,399.18,997.08,11.73,206.85,19.98,55.02,76.92,81.49,51.19,6.93,63.29,98.11,305.25,2.4,77.11,805.38,49.7,23.55
486.67,87.96,387.46,983.85,1.49,196.03,13.31,48.46,73.96,79.89,49.77,5.39,66.19,98.27,309.74,0.61,64.75,789.23,54.14,27.12
502.54,103.62,401.75,1003.81,-1.17,193.89,11.67,45.61,75.98,82.21,50.56,4.38,60.31,94.75,299.29,6.06,66.63,795.85,46.04,27.67
488.6,93.0,391.28,990.53,7.82,202.68,16.72,51.09,76.02,79.91,50.06,4.75,63.36,97.15,305.23,2.83,69.44,794.67,44.74,16.58
490.7,95.06,392.29,991.85,21.34,222.28,28.43,67.19,71.95,76.82,47.08,-0.75,60.22,95.49,302.91,4.53,71.05,811.18,67.2,32.29
491.48,91.32,392.73,993.49,12.25,211.73,22.45,57.15,74.93,78.84,49.1,3.85,58.97,95.8,302.96,4.9,71.2,804.52,64.22,33.34
494.3,95.51,395.91,992.73,2.85,198.5,13.31,47.22,74.09,78.45,49.4,3.78,53.8,91.63,293.89,9.41,63.5,798.56,53.18,32.19
503.15,102.78,402.07,1003.25,6.52,199.81,14.13,49.94,75.3,80.64,52.25,5.32,63.95,97.54,303.69,3.36,76.67,797.85,48.74,23.1
498.23,101.53,399.98,996.12,10.1,207.05,20.15,57.78,72.6,76.87,48.45,2.43,65.52,99.1,307.76,-0.04,74.4,803.37,52.04,25.35
504.03,103.01,405.06,1004.74,14.07,213.68,21.42,60.06,66.49,69.89,42.34,-2.19,59.95,93.48,297.48,4.32,67.18,808.1,54.95,16.98
513.8,107.31,413.18,1016.66,4.04,199.63,12.37,47.15,82.78,90.68,57.65,11.89,54.18,89.38,289.95,8.98,81.75,803.38,47.46,25.53
497.87,95.38,397.65,999.96,7.7,201.46,15.15,51.33,74.36,78.21,49.19,2.47,59.0,94.24,296.24,6.57,68.92,796.46,46.78,18.36
497.87,98.81,400.98,1003.68,-3.17,192.98,9.98,41.56,71.85,74.04,45.58,-0.89,62.18,95.36,300.41,4.8,62.71,796.12,44.48,14.71
509.27,105.05,406.92,1009.44,-1.18,189.41,8.46,44.37,75.83,81.53,51.1,4.93,60.05,95.76,300.43,4.97,73.21,798.77,39.93,20.73
495.11,96.81,395.89,990.47,4.91,198.31,13.74,51.93,78.77,84.86,52.77,5.76,59.29,94.41,298.55,4.58,68.89,800.75,55.78,23.25
498.67,100.51,399.86,997.55,12.27,210.17,22.56,57.97,75.48,80.1,50.77,3.97,59.42,94.67,299.84,6.56,73.6,800.59,51.98,18.48
488.34,91.8,389.72,986.5,6.64,201.86,16.5,51.51,73.9,79.43,49.0,2.89,60.18,95.58,300.7,4.39,66.23,792.3,50.89,22.3
497.72,99.15,398.81,999.81,1.64,194.66,13.02,47.82,76.66,80.05,50.36,4.41,58.71,94.27,300.59,4.73,70.31,794.6,58.54,29.06
492.37,94.48,397.08,995.22,12.92,207.21,19.19,54.76,72.36,75.66,46.55,0.95,59.69,94.46,295.5,7.84,67.06,804.45,52.44,23.4
511.08,106.82,409.93,1017.73,8.44,201.38,17.17,52.52,75.0,81.03,49.26,5.2,61.81,95.65,299.33,4.5,76.97,806.68,44.25,23.63
512.2,107.23,409.26,1015.14,11.86,207.44,20.34,56.77,75.34,79.23,51.14,4.34,59.31,95.21,301.62,5.25,75.74,809.78,52.97,31.19
500.55,97.52,398.69,996.07,1.79,198.52,15.55,50.03,72.47,76.46,49.26,1.78,58.83,93.76,298.9,6.95,67.81,797.64,47.47,20.76
504.22,104.51,404.42,1005.66,1.69,199.29,14.39,47.3,74.82,76.93,49.18,3.94,57.39,93.23,297.2,8.2,69.31,800.73,43.54,12.3
512.28,107.8,409.29,1008.19,6.06,203.72,15.49,54.17,77.67,84.48,52.67,6.1,58.13,92.95,299.22,6.6,79.72,813.23,55.02,37.39
500.88,101.65,402.82,1001.16,12.17,208.5,19.59,60.36,76.08,79.36,49.63,4.25,61.12,95.19,300.31,5.01,72.0,805.24,51.17,25.0
